canonical_accounting_office_name,accounting_office_cvr,alias_name,source,confidence
Revisionskontoret Fredericia-Vejle,32348831,Revisionskontoret Fredericia-Vejle,declaration_legal_name,HIGH
Revisionskontoret Fredericia-Vejle,32348831,Revisionskontoret,inferred_brand_name,MEDIUM
Revisionskontoret i Asnæs,16603473,Revisionskontoret i Asnæs,declaration_legal_name,HIGH
Revisionskontoret i Asnæs,16603473,Revisionskontoret,inferred_brand_name,MEDIUM
Revisionskontoret i Faxe,16609331,Revisionskontoret i Faxe,declaration_legal_name,HIGH
Revisionskontoret i Faxe,16609331,Revisionskontoret,inferred_brand_name,MEDIUM
Revisionsselskabet LKG,36735465,Revisionsselskabet LKG,declaration_legal_name,HIGH
Revisionsselskabet LKG,36735465,Revisionsselskabet,inferred_brand_name,MEDIUM
Revisionsselskabet Mougaard,21849588,Revisionsselskabet Mougaard,declaration_legal_name,HIGH
Revisionsselskabet Mougaard,21849588,Revisionsselskabet,inferred_brand_name,MEDIUM
Revisionsselskabet v/ Anders Christian Mogensen,48569528,Revisionsselskabet v/ Anders Christian Mogensen,declaration_legal_name,HIGH
Revisionsselskabet v/ Anders Christian Mogensen,48569528,Revisionsselskabet,inferred_brand_name,MEDIUM
Revisionvest,11901840,Revisionvest,declaration_legal_name,HIGH
Revisor Finn Erik Rasmussen,54472455,Revisor Finn Erik Rasmussen,declaration_legal_name,HIGH
Revisor Finn Erik Rasmussen,54472455,Finn,inferred_brand_name,MEDIUM
Revisor Fritzbøger,41982470,Revisor Fritzbøger,declaration_legal_name,HIGH
Revisor Fritzbøger,41982470,Fritzbøger,inferred_brand_name,MEDIUM
Revisor Gunnar Kjærgaard Larsen,46639715,Revisor Gunnar Kjærgaard Larsen,declaration_legal_name,HIGH
Revisor Gunnar Kjærgaard Larsen,46639715,Gunnar,inferred_brand_name,MEDIUM
Revisor Inge Linkamp ApS,26297974,Revisor Inge Linkamp ApS,declaration_legal_name,HIGH
Revisor Inge Linkamp ApS,26297974,Inge,inferred_brand_name,MEDIUM
Revisor Klaus Johansson,13206090,Revisor Klaus Johansson,declaration_legal_name,HIGH
Revisor Klaus Johansson,13206090,Klaus,inferred_brand_name,MEDIUM
Revisor Niels Jørgen Hansen,36333154,Revisor Niels Jørgen Hansen,declaration_legal_name,HIGH
Revisor Niels Jørgen Hansen,36333154,Niels,inferred_brand_name,MEDIUM
Revisor Nielsen ApS,40832211,Revisor Nielsen ApS,declaration_legal_name,HIGH
Revisor Nielsen ApS,40832211,Nielsen,inferred_brand_name,MEDIUM
Revisor-fællesskabet af 1976,57981717,Revisor-fællesskabet af 1976,declaration_legal_name,HIGH
Revisor-fællesskabet af 1976,57981717,Fællesskabet,inferred_brand_name,MEDIUM
Revisor-Team,35519432,Revisor-Team,declaration_legal_name,HIGH
Revisor-Team,35519432,Team,inferred_brand_name,MEDIUM
Revisor/Lasse Larsen,70666758,Revisor/Lasse Larsen,declaration_legal_name,HIGH
Revisor/Lasse Larsen,70666758,Revisor/Lasse,inferred_brand_name,MEDIUM
Revisor1,10740746,Revisor1,declaration_legal_name,HIGH
Revisorclaus IVS,37517623,Revisorclaus IVS,declaration_legal_name,HIGH
Revisorclaus IVS,37517623,Revisorclaus,inferred_brand_name,MEDIUM
RevisorDK,38257846,RevisorDK,declaration_legal_name,HIGH
REVISOREN I SISIMIUT REGISTRERET REVISIONSANPARTSSELSKAB,12506864,REVISOREN I SISIMIUT REGISTRERET REVISIONSANPARTSSELSKAB,declaration_legal_name,HIGH
REVISOREN I SISIMIUT REGISTRERET REVISIONSANPARTSSELSKAB,12506864,Revisoren,inferred_brand_name,MEDIUM
Revisorerne Bastian og Krause,27335616,Revisorerne Bastian og Krause,declaration_legal_name,HIGH
Revisorerne Bastian og Krause,27335616,Revisorerne,inferred_brand_name,MEDIUM
Revisorerne i Skals,19952193,Revisorerne i Skals,declaration_legal_name,HIGH
Revisorerne i Skals,19952193,Revisorerne,inferred_brand_name,MEDIUM
Revisorfirmaet Skov Jeppesen,32688179,Revisorfirmaet Skov Jeppesen,declaration_legal_name,HIGH
Revisorfirmaet Skov Jeppesen,32688179,Revisorfirmaet,inferred_brand_name,MEDIUM
Revisorgruppen v/Eva Kristensen og Lars Gotfredsen,35071199,Revisorgruppen v/Eva Kristensen og Lars Gotfredsen,declaration_legal_name,HIGH
Revisorgruppen v/Eva Kristensen og Lars Gotfredsen,35071199,Revisorgruppen,inferred_brand_name,MEDIUM
RevisorGruppen v/Lilly Jeppesen,18587246,RevisorGruppen v/Lilly Jeppesen,declaration_legal_name,HIGH
RevisorGruppen v/Lilly Jeppesen,18587246,Revisorgruppen,inferred_brand_name,MEDIUM
RevisorGården,19720705,RevisorGården,declaration_legal_name,HIGH
RevisorGården Holbæk A/S,45071391,RevisorGården Holbæk A/S,declaration_legal_name,HIGH
RevisorGården Holbæk A/S,45071391,Revisorgården,inferred_brand_name,MEDIUM
Revisorgården i Odense,14335102,Revisorgården i Odense,declaration_legal_name,HIGH
Revisorgården i Odense,14335102,Revisorgården,inferred_brand_name,MEDIUM
Revisorgården v/Jane Lading Pedersen,16914800,Revisorgården v/Jane Lading Pedersen,declaration_legal_name,HIGH
Revisorgården v/Jane Lading Pedersen,16914800,Revisorgården,inferred_brand_name,MEDIUM
Revisorhuset,26593093,Revisorhuset,declaration_legal_name,HIGH
Revisorhuset Halsnæs,20572043,Revisorhuset Halsnæs,declaration_legal_name,HIGH
Revisorhuset Halsnæs,20572043,Revisorhuset,inferred_brand_name,MEDIUM
Revisorhuset Hasselager,12549679,Revisorhuset Hasselager,declaration_legal_name,HIGH
Revisorhuset Hasselager,12549679,Revisorhuset,inferred_brand_name,MEDIUM
Revisorhuset Hinnerup,35679154,Revisorhuset Hinnerup,declaration_legal_name,HIGH
Revisorhuset Hinnerup,35679154,Revisorhuset,inferred_brand_name,MEDIUM
Revisorkompagniet,34045607,Revisorkompagniet,declaration_legal_name,HIGH
Revisorteamet.dk,31634466,Revisorteamet.dk,declaration_legal_name,HIGH
Revisorteamet.dk,31634466,Revisorteamet,inferred_brand_name,MEDIUM
Revisto I/S,26730597,Revisto I/S,declaration_legal_name,HIGH
Revisto I/S,26730597,Revisto,inferred_brand_name,MEDIUM
ReviTotal Statsautoriseret Revisionsfirma,19857298,ReviTotal Statsautoriseret Revisionsfirma,declaration_legal_name,HIGH
ReviTotal Statsautoriseret Revisionsfirma,19857298,Revitotal,inferred_brand_name,MEDIUM
ReviVision,76893713,ReviVision,declaration_legal_name,HIGH
ReviØst,21164577,ReviØst,declaration_legal_name,HIGH
Revsbæk Revision,17169483,Revsbæk Revision,declaration_legal_name,HIGH
Revsbæk Revision,17169483,Revsbæk,inferred_brand_name,MEDIUM
RGD REVISIONSPARTNERSELSKAB,30506804,RGD REVISIONSPARTNERSELSKAB,declaration_legal_name,HIGH
RGD REVISIONSPARTNERSELSKAB,30506804,Rgd,inferred_brand_name,MEDIUM
RH Revision Statsautoriseret Revisionsanpartsselskab,32319998,RH Revision Statsautoriseret Revisionsanpartsselskab,declaration_legal_name,HIGH
Ri Statsautoriseret Revisionspartnerselskab,44528045,Ri Statsautoriseret Revisionspartnerselskab,declaration_legal_name,HIGH
"Ri, Statsautoriseret Revisionsaktieselskab",53371914,Pro account,activity_signal_dominant_cvr,HIGH
"Ri, Statsautoriseret Revisionsaktieselskab",53371914,Ri- Statsautoriseret Revisionsaktieselskab,activity_signal_dominant_cvr,HIGH
"Ri, Statsautoriseret Revisionsaktieselskab",53371914,"Ri, Statsautoriseret Revisionsaktieselskab",declaration_legal_name,HIGH
Rigsrevisionen,77806113,Rigsrevisionen,declaration_legal_name,HIGH
Rinto Godkendt Revisionsvirksomhed,42748668,Rinto Godkendt Revisionsvirksomhed,declaration_legal_name,HIGH
Rinto Godkendt Revisionsvirksomhed,42748668,Rinto,inferred_brand_name,MEDIUM
Risskov Revision,31574994,Risskov Revision,declaration_legal_name,HIGH
Risskov Revision,31574994,Risskov,inferred_brand_name,MEDIUM
RN - Revision Nordjylland,28966571,RN - Revision Nordjylland,declaration_legal_name,HIGH
RND Partner,27492487,RND Partner,declaration_legal_name,HIGH
RND Partner,27492487,Rnd,inferred_brand_name,MEDIUM
Robæk,33946406,Robæk,declaration_legal_name,HIGH
Roesgaard,37543128,Roesgaard Godkendt Revisionspartnerselskab,activity_signal_dominant_cvr,HIGH
Roesgaard,37543128,Roesgaard,declaration_legal_name,HIGH
ROSENLUND FINANS ApS,28153279,ROSENLUND FINANS ApS,declaration_legal_name,HIGH
ROSENLUND FINANS ApS,28153279,Rosenlund,inferred_brand_name,MEDIUM
RR Revision v/Benny Jakobsen,73953413,RR Revision v/Benny Jakobsen,declaration_legal_name,HIGH
RSM,25492145,RSM,declaration_legal_name,HIGH
"Rudersdal Revision, Registrerede revisorer",14792074,"Rudersdal Revision, Registrerede revisorer",declaration_legal_name,HIGH
"Rudersdal Revision, Registrerede revisorer",14792074,Rudersdal,inferred_brand_name,MEDIUM
RugaardRevision,29033609,RugaardRevision,declaration_legal_name,HIGH
Råd & Revision,25593995,Råd & Revision,declaration_legal_name,HIGH
Råd & Revision,25593995,Råd,inferred_brand_name,MEDIUM
Rådgivning & Revision,10158117,Rådgivning & Revision,declaration_legal_name,HIGH
Rådgivning & Revision,10158117,Rådgivning,inferred_brand_name,MEDIUM
Rådgivningsgruppen,29316996,Rådgivningsgruppen,declaration_legal_name,HIGH
RéVision+,38914766,RéVision+,declaration_legal_name,HIGH
RéVision+ Statsautoriseret Revisionsanpartsselskab,41695609,RéVision+ Statsautoriseret Revisionsanpartsselskab,declaration_legal_name,HIGH
RéVison+,35465979,RéVison+,declaration_legal_name,HIGH
Rödl & Partner Danmark,39188678,Rödl & Partner Danmark,declaration_legal_name,HIGH
Rønne Revision,74717810,Rønne Revision,declaration_legal_name,HIGH
Rønne Revision,74717810,Rønne,inferred_brand_name,MEDIUM
S.J. Revision,25859138,S.J. Revision,declaration_legal_name,HIGH
SAa Revision,34880034,SAa Revision,declaration_legal_name,HIGH
SAa Revision,34880034,Saa,inferred_brand_name,MEDIUM
Sagro,27428843,Sagro,declaration_legal_name,HIGH
Schmidt Revision,29529507,Schmidt Revision,declaration_legal_name,HIGH
Schmidt Revision,29529507,Schmidt,inferred_brand_name,MEDIUM
"Schwartz, Pio & Co",31933595,"Schwartz, Pio & Co",declaration_legal_name,HIGH
"Schwartz, Pio & Co",31933595,Schwartz,inferred_brand_name,MEDIUM
Schyberg Lykke Registreret Revisionsanpartsselskab,32469345,Schyberg Lykke Registreret Revisionsanpartsselskab,declaration_legal_name,HIGH
Schyberg Lykke Registreret Revisionsanpartsselskab,32469345,Schyberg,inferred_brand_name,MEDIUM
SEBISA ApS,35207422,SEBISA ApS,declaration_legal_name,HIGH
SEBISA ApS,35207422,Sebisa,inferred_brand_name,MEDIUM
Skanderborg Revision,30607236,Skanderborg Revision,declaration_legal_name,HIGH
Skanderborg Revision,30607236,Skanderborg,inferred_brand_name,MEDIUM
Skatteinform,35394206,Skatteinform,declaration_legal_name,HIGH
Skoda & Partner,15806206,Skoda & Partner,declaration_legal_name,HIGH
Skoda & Partner,15806206,Skoda,inferred_brand_name,MEDIUM
SKODSBORG FINANS ApS,35833803,SKODSBORG FINANS ApS,declaration_legal_name,HIGH
SKODSBORG FINANS ApS,35833803,Skodsborg,inferred_brand_name,MEDIUM
Skov Revision,27525989,Skov Revision ApS,activity_signal_dominant_cvr,HIGH
Skov Revision,27525989,Skov Revision,declaration_legal_name,HIGH
Skov Revision,27525989,Skov,inferred_brand_name,MEDIUM
Skovborg & Co. P/S,41071222,Skovborg & Co. P/S,declaration_legal_name,HIGH
Skovborg & Co. P/S,41071222,Skovborg,inferred_brand_name,MEDIUM
Slebo Revision Statsautoriseret Revisionsanpartsselskab,44984326,Slebo Revision Statsautoriseret Revisionsanpartsselskab,declaration_legal_name,HIGH
Slebo Revision Statsautoriseret Revisionsanpartsselskab,44984326,Slebo,inferred_brand_name,MEDIUM
SMV Regnskab ApS,44662574,SMV Regnskab ApS,declaration_legal_name,HIGH
SMV Regnskab ApS,44662574,Smv,inferred_brand_name,MEDIUM
SOKKELUND ApS,32291171,SOKKELUND ApS,declaration_legal_name,HIGH
SOKKELUND ApS,32291171,Sokkelund,inferred_brand_name,MEDIUM
Solveo Statsautoriseret Revisionspartnerselskab,40844899,Solveo Statsautoriseret Revisionspartnerselskab,declaration_legal_name,HIGH
Solveo Statsautoriseret Revisionspartnerselskab,40844899,Solveo,inferred_brand_name,MEDIUM
SR Revision,19536890,SR Revision,declaration_legal_name,HIGH
Statsaut. Rev. Jan Vegge,15083743,Statsaut. Rev. Jan Vegge,declaration_legal_name,HIGH
Statsaut. Rev. Jan Vegge,15083743,Statsaut,inferred_brand_name,MEDIUM
Statsaut. Rev. P.B. Matthiesen,70697319,Statsaut. Rev. P.B. Matthiesen,declaration_legal_name,HIGH
Statsaut. Rev. P.B. Matthiesen,70697319,Statsaut,inferred_brand_name,MEDIUM
Statsaut. Revisor G. Holm-Nielsen,38518046,Statsaut. Revisor G. Holm-Nielsen,declaration_legal_name,HIGH
Statsaut. Revisor G. Holm-Nielsen,38518046,Statsaut,inferred_brand_name,MEDIUM
Statsaut. Revisor J Løbner,29538565,Statsaut. Revisor J Løbner,declaration_legal_name,HIGH
Statsaut. Revisor J Løbner,29538565,Statsaut,inferred_brand_name,MEDIUM
Statsautoriseret revisionsfirma Bent Andrup,15592354,Statsautoriseret revisionsfirma Bent Andrup,declaration_legal_name,HIGH
Statsautoriseret revisionsfirma Bent Andrup,15592354,Revisionsfirma,inferred_brand_name,MEDIUM
Statsautoriseret revisor Aksel Christensen,18770407,Statsautoriseret revisor Aksel Christensen,declaration_legal_name,HIGH
Statsautoriseret revisor Aksel Christensen,18770407,Aksel,inferred_brand_name,MEDIUM
Statsautoriseret revisor Bjarne Bertelsen,13940207,Statsautoriseret revisor Bjarne Bertelsen,declaration_legal_name,HIGH
Statsautoriseret revisor Bjarne Bertelsen,13940207,Bjarne,inferred_brand_name,MEDIUM
Statsautoriseret revisor Finn Ellegaard,15935243,Statsautoriseret revisor Finn Ellegaard,declaration_legal_name,HIGH
Statsautoriseret revisor Finn Ellegaard,15935243,Finn,inferred_brand_name,MEDIUM
Statsautoriseret revisor Kresten Hyldahl,77931112,Statsautoriseret revisor Kresten Hyldahl,declaration_legal_name,HIGH
Statsautoriseret revisor Kresten Hyldahl,77931112,Kresten,inferred_brand_name,MEDIUM
Statsautoriseret Revisor Leif G. Rasmussen,91112353,Statsautoriseret Revisor Leif G. Rasmussen,declaration_legal_name,HIGH
Statsautoriseret Revisor Leif G. Rasmussen,91112353,Leif,inferred_brand_name,MEDIUM
Statsautoriseret revisor Michael Stenskrog,30217152,Statsautoriseret revisor Michael Stenskrog,declaration_legal_name,HIGH
Statsautoriseret revisor Michael Stenskrog,30217152,Michael,inferred_brand_name,MEDIUM
Statsautoriseret revisor Ole Tønnesen,32821030,Statsautoriseret revisor Ole Tønnesen,declaration_legal_name,HIGH
Statsautoriseret revisor Ole Tønnesen,32821030,Ole,inferred_brand_name,MEDIUM
Statsautoriseret revisor Søren Cortsen,27909833,Statsautoriseret revisor Søren Cortsen,declaration_legal_name,HIGH
Statsautoriseret revisor Søren Cortsen,27909833,Søren,inferred_brand_name,MEDIUM
Status Revision,30707907,Status Revision,declaration_legal_name,HIGH
Status Revision,30707907,Status,inferred_brand_name,MEDIUM
Steen Koch Registrerede revisorer,34894949,Steen Koch Registrerede revisorer,declaration_legal_name,HIGH
Steen Koch Registrerede revisorer,34894949,Steen,inferred_brand_name,MEDIUM
Stjerne Ejendomsservice ApS,38796526,Stjerne Ejendomsservice ApS,declaration_legal_name,HIGH
Stjerne Ejendomsservice ApS,38796526,Stjerne,inferred_brand_name,MEDIUM
Svaneke Revision I/S,38294539,Svaneke Revision I/S,declaration_legal_name,HIGH
Svaneke Revision I/S,38294539,Svaneke,inferred_brand_name,MEDIUM
Svaneke Revision v/ Michael Kuhre,13339287,Svaneke Revision v/ Michael Kuhre,declaration_legal_name,HIGH
Svaneke Revision v/ Michael Kuhre,13339287,Svaneke,inferred_brand_name,MEDIUM
Syddansk Revision,15681586,Syddansk Revision,declaration_legal_name,HIGH
Syddansk Revision,15681586,Syddansk,inferred_brand_name,MEDIUM
Sydvestjysk Revision ApS Godkendt Revisionsselskab,42044040,Sydvestjysk Revision ApS Godkendt Revisionsselskab,declaration_legal_name,HIGH
Sydvestjysk Revision ApS Godkendt Revisionsselskab,42044040,Sydvestjysk,inferred_brand_name,MEDIUM
Sædding Revision,25510461,Sædding Revision,declaration_legal_name,HIGH
Sædding Revision,25510461,Sædding,inferred_brand_name,MEDIUM
Søby Revisorer,19125742,Søby Revisorer,declaration_legal_name,HIGH
Søby Revisorer,19125742,Søby,inferred_brand_name,MEDIUM
Søhøjlandets Regnskabskontor,27350755,Søhøjlandets Regnskabskontor,declaration_legal_name,HIGH
Søhøjlandets Regnskabskontor,27350755,Søhøjlandets,inferred_brand_name,MEDIUM
Søhøjlandets revision,31888026,Søhøjlandets revision,declaration_legal_name,HIGH
Søhøjlandets revision,31888026,Søhøjlandets,inferred_brand_name,MEDIUM
Søhøjlandets Rådgivning P/S,45265897,Søhøjlandets Rådgivning P/S,declaration_legal_name,HIGH
Søhøjlandets Rådgivning P/S,45265897,Søhøjlandets,inferred_brand_name,MEDIUM
Sømad ApS,38388002,Sømad ApS,declaration_legal_name,HIGH
Sømad ApS,38388002,Sømad,inferred_brand_name,MEDIUM
Sønderjyllands revision,18061635,Sønderjyllands revision,declaration_legal_name,HIGH
Sønderjyllands revision,18061635,Sønderjyllands,inferred_brand_name,MEDIUM
Sønderjysk Landboforening,47437113,Sønderjysk Landboforening,declaration_legal_name,HIGH
Sønderjysk Landboforening,47437113,Sønderjysk,inferred_brand_name,MEDIUM
Sønderup,31824559,Sønderup,declaration_legal_name,HIGH
Sønderup & Partnere,27905072,Sønderup & Partnere,declaration_legal_name,HIGH
Sønderup & Partnere,27905072,Sønderup,inferred_brand_name,MEDIUM
Sønderup Godkendt Revisionsaktieselskab,45907880,Sønderup Godkendt Revisionsaktieselskab,declaration_legal_name,HIGH
Sønderup Godkendt Revisionsaktieselskab,45907880,Sønderup,inferred_brand_name,MEDIUM
T. Rasmussen Revision,32942490,T. Rasmussen Revision,declaration_legal_name,HIGH
Tal & Tanker Nord,35305890,Tal & Tanker Nord,declaration_legal_name,HIGH
Tal & Tanker Nord,35305890,Tal,inferred_brand_name,MEDIUM
Talkompagniet,33534841,Talkompagniet,declaration_legal_name,HIGH
Talkymisten v/Reg. revisor Susanne Nielsen,21304476,Talkymisten v/Reg. revisor Susanne Nielsen,declaration_legal_name,HIGH
Talkymisten v/Reg. revisor Susanne Nielsen,21304476,Talkymisten,inferred_brand_name,MEDIUM
Talmennesker,39886227,Talmennesker,declaration_legal_name,HIGH
Talsnedkeren,36279079,Talsnedkeren,declaration_legal_name,HIGH
TALSTABLEREN REGISTRERET REVISIONSANPARTSSELSKAB,26310172,TALSTABLEREN REGISTRERET REVISIONSANPARTSSELSKAB,declaration_legal_name,HIGH
TALSTABLEREN REGISTRERET REVISIONSANPARTSSELSKAB,26310172,Talstableren,inferred_brand_name,MEDIUM
TANGSTAD - STATSAUTORISERET REVISIONSANPARTSSELSKAB,43661434,TANGSTAD - STATSAUTORISERET REVISIONSANPARTSSELSKAB,declaration_legal_name,HIGH
TANGSTAD - STATSAUTORISERET REVISIONSANPARTSSELSKAB,43661434,Tangstad,inferred_brand_name,MEDIUM
Team Revision,29423989,Team Revision,declaration_legal_name,HIGH
Team Revision,29423989,Team,inferred_brand_name,MEDIUM
Tetras Statsautoriseret Revisionsanpartsselskab,45852652,Tetras Statsautoriseret Revisionsanpartsselskab,declaration_legal_name,HIGH
Tetras Statsautoriseret Revisionsanpartsselskab,45852652,Tetras,inferred_brand_name,MEDIUM
THN Revision,32500145,THN Revision,declaration_legal_name,HIGH
THN Revision,32500145,Thn,inferred_brand_name,MEDIUM
Thorvald Rein,79355313,Thorvald Rein,declaration_legal_name,HIGH
Thorvald Rein,79355313,Thorvald,inferred_brand_name,MEDIUM
Thrane Consult,32090516,Thrane Consult,declaration_legal_name,HIGH
Thrane Consult,32090516,Thrane,inferred_brand_name,MEDIUM
Thybo Revision,34586977,Thybo Revision,declaration_legal_name,HIGH
Thybo Revision,34586977,Thybo,inferred_brand_name,MEDIUM
TimeVision,38267132,TimeVision,declaration_legal_name,HIGH
TimeVision Frederiksberg,31943582,TimeVision Frederiksberg,declaration_legal_name,HIGH
TimeVision Frederiksberg,31943582,Timevision,inferred_brand_name,MEDIUM
TJEK Revision & Rådgivning,36563877,TJEK Revision & Rådgivning,declaration_legal_name,HIGH
TJEK Revision & Rådgivning,36563877,Tjek,inferred_brand_name,MEDIUM
TK Revision,30201795,TK Revision,declaration_legal_name,HIGH
Toft Revision,20868546,Toft Revision,declaration_legal_name,HIGH
Toft Revision,20868546,Toft,inferred_brand_name,MEDIUM
Toldbodens Revision & Regnskab,12838840,Toldbodens Revision & Regnskab,declaration_legal_name,HIGH
Toldbodens Revision & Regnskab,12838840,Toldbodens,inferred_brand_name,MEDIUM
Toprevi,11211585,Toprevi,declaration_legal_name,HIGH
Torben Jakobsen,72461312,Torben Jakobsen,declaration_legal_name,HIGH
Torben Jakobsen,72461312,Torben,inferred_brand_name,MEDIUM
Torsten Blichert,90429868,Torsten Blichert,declaration_legal_name,HIGH
Torsten Blichert,90429868,Torsten,inferred_brand_name,MEDIUM
Torsten Rasmussen,34901295,Torsten Rasmussen,declaration_legal_name,HIGH
Torsten Rasmussen,34901295,Torsten,inferred_brand_name,MEDIUM
Totalrevision Vordingborg,19261735,Totalrevision Vordingborg,declaration_legal_name,HIGH
Totalrevision Vordingborg,19261735,Totalrevision,inferred_brand_name,MEDIUM
Tranberg,26063655,Tranberg,declaration_legal_name,HIGH
Trekroner Revision,28991355,Trekroner Revision,declaration_legal_name,HIGH
Trekroner Revision,28991355,Trekroner,inferred_brand_name,MEDIUM
Troense Regnskab & Bogføring,42162752,Troense Regnskab & Bogføring,declaration_legal_name,HIGH
Troense Regnskab & Bogføring,42162752,Troense,inferred_brand_name,MEDIUM
TS Revision,37201944,TS Revision,declaration_legal_name,HIGH
TT REVISION,29168504,TT REVISION,declaration_legal_name,HIGH
Tønder Revision,29142807,Tønder Revision,declaration_legal_name,HIGH
Tønder Revision,29142807,Tønder,inferred_brand_name,MEDIUM
Ulla Lærke,25768108,Ulla Lærke,declaration_legal_name,HIGH
Ulla Lærke,25768108,Ulla,inferred_brand_name,MEDIUM
Ullits & Winther,32093272,Ullits & Winther Statsautoriseret Revisionspartnerselskab,activity_signal_dominant_cvr,HIGH
Ullits & Winther,32093272,Ullits & Winther,declaration_legal_name,HIGH
Ullits & Winther,32093272,Ullits,inferred_brand_name,MEDIUM
Uniconsult,10510945,Uniconsult,declaration_legal_name,HIGH
Unik-Revision,17128973,Unik-Revision,declaration_legal_name,HIGH
Unik-Revision,17128973,Unik,inferred_brand_name,MEDIUM
V & CO,34622310,V & CO,declaration_legal_name,HIGH
Vadskær Krømmelbein,40689745,Vadskær Krømmelbein,declaration_legal_name,HIGH
Vadskær Krømmelbein,40689745,Vadskær,inferred_brand_name,MEDIUM
Valsgård Revision,27106595,Valsgård Revision,declaration_legal_name,HIGH
Valsgård Revision,27106595,Valsgård,inferred_brand_name,MEDIUM
Vedbæk Revision,14262172,Vedbæk Revision,declaration_legal_name,HIGH
Vedbæk Revision,14262172,Vedbæk,inferred_brand_name,MEDIUM
Vejledal Bogføring og Regnskab,18235307,Vejledal Bogføring og Regnskab,declaration_legal_name,HIGH
Vejledal Bogføring og Regnskab,18235307,Vejledal,inferred_brand_name,MEDIUM
velas I/S,30869052,velas I/S,declaration_legal_name,HIGH
velas I/S,30869052,Velas,inferred_brand_name,MEDIUM
Vendelbo,10110807,Vendelbo,declaration_legal_name,HIGH
Vendia Revision og Regnskab,43576577,Vendia Revision og Regnskab,declaration_legal_name,HIGH
Vendia Revision og Regnskab,43576577,Vendia,inferred_brand_name,MEDIUM
VERAX,31140986,VERAX,declaration_legal_name,HIGH
Verifica,33684096,Verifica,declaration_legal_name,HIGH
Veritas,35657975,Veritas,declaration_legal_name,HIGH
Verum Cura,39886871,Verum Cura,declaration_legal_name,HIGH
Verum Cura,39886871,Verum,inferred_brand_name,MEDIUM
"Verum Cura, Godkendt Revisionsanpartsselskab",43340646,"Verum Cura, Godkendt Revisionsanpartsselskab",declaration_legal_name,HIGH
"Verum Cura, Godkendt Revisionsanpartsselskab",43340646,Verum,inferred_brand_name,MEDIUM
Vestjysk Landboforening,25076079,Vestjysk Landboforening,declaration_legal_name,HIGH
Vestjysk Landboforening,25076079,Vestjysk,inferred_brand_name,MEDIUM
VH Revision,17871080,VH Revision,declaration_legal_name,HIGH
"Vibs Revision, registreret revisor ApS",39130335,"Vibs Revision, registreret revisor ApS",declaration_legal_name,HIGH
"Vibs Revision, registreret revisor ApS",39130335,Vibs,inferred_brand_name,MEDIUM
Vilstad Revision og Regnskabsservice,31888425,Vilstad Revision og Regnskabsservice,declaration_legal_name,HIGH
Vilstad Revision og Regnskabsservice,31888425,Vilstad,inferred_brand_name,MEDIUM
Vistisen & Lunde,35658432,Vistisen & Lunde,declaration_legal_name,HIGH
Vistisen & Lunde,35658432,Vistisen,inferred_brand_name,MEDIUM
VKST Revision,34351961,VKST Revision,declaration_legal_name,HIGH
VKST Revision,34351961,Vkst,inferred_brand_name,MEDIUM
VL Revision,29817286,VL Revision,declaration_legal_name,HIGH
W. Kragh,16206407,W. Kragh,declaration_legal_name,HIGH
Willads & Vibe-Hastrup,29619670,Willads & Vibe-Hastrup,declaration_legal_name,HIGH
Willads & Vibe-Hastrup,29619670,Willads,inferred_brand_name,MEDIUM
Wind Revision,34804699,Wind Revision,declaration_legal_name,HIGH
Wind Revision,34804699,Wind,inferred_brand_name,MEDIUM
Wyrwik,16563579,Wyrwik,declaration_legal_name,HIGH
Ødegaard Statsautoriseret Revisionsanpartsselskab,44304635,Ødegaard Statsautoriseret Revisionsanpartsselskab,declaration_legal_name,HIGH
Ødegaard Statsautoriseret Revisionsanpartsselskab,44304635,Ødegaard,inferred_brand_name,MEDIUM
Øernes Revision,37121924,Øernes Revision,declaration_legal_name,HIGH
Øernes Revision,37121924,Øernes,inferred_brand_name,MEDIUM
Økonomihuset,28368410,Økonomihuset,declaration_legal_name,HIGH
Øresund Revision Statsautoriseret Revisionsanpartsselskab,40127720,Øresund Revision Statsautoriseret Revisionsanpartsselskab,declaration_legal_name,HIGH
Øresund Revision Statsautoriseret Revisionsanpartsselskab,40127720,Øresund,inferred_brand_name,MEDIUM
Østdansk Landboforening,20835400,Østdansk Landboforening,declaration_legal_name,HIGH
Østdansk Landboforening,20835400,Østdansk,inferred_brand_name,MEDIUM
Østrup,32774296,Østrup,declaration_legal_name,HIGH
